order_id,customer_id,order_date,order_status,payment_method,shipping_address,total_amount
ORD_00000506,CUST_000240,2024-10-20,Cancelled,Bank Transfer,"35180 Linda Inlet Apt. 149
Port Amanda, NY 39423",2504.87
ORD_00000507,CUST_000740,2024-07-02,Delivered,PayPal,"7792 Day Mall Apt. 920
Miguelland, MP 48582",5538.46
ORD_00000508,CUST_000811,2025-03-04,Pending,PayPal,"3304 John Groves Apt. 598
Lake Paul, NJ 38868",8156.86
ORD_00000509,CUST_000867,2024-09-20,Processing,Bank Transfer,"14029 Jeremy Brooks Apt. 810
New Christopher, DE 84766",9205.56
ORD_00000510,CUST_000789,2024-09-23,Delivered,Debit Card,"786 Charles Mall Apt. 484
Jimton, MA 28455",6396.87
ORD_00000511,CUST_000450,2024-09-24,Delivered,Credit Card,"5082 Angela Pines Apt. 613
Delgadoshire, FM 43373",6168.09
ORD_00000512,CUST_000384,2025-02-11,Processing,Debit Card,"3271 James Keys
Kellyside, ME 57490",2587.84
ORD_00000513,CUST_000313,2025-03-31,Pending,Bank Transfer,"872 Jason Way
East Alicia, WV 20805",16544.65
ORD_00000514,CUST_000830,2025-03-08,Shipped,PayPal,"432 Rasmussen Highway Apt. 265
Andreaburgh, KS 48565",9564.76
ORD_00000515,CUST_000231,2024-12-27,Delivered,Bank Transfer,"310 William Rue
Jennifertown, GU 43201",9962.93
ORD_00000516,CUST_000703,2025-03-06,Delivered,PayPal,"88273 Reid Villages Suite 909
Dianefort, CO 70512",3862.68
ORD_00000517,CUST_000334,2025-04-19,Cancelled,Credit Card,"PSC 1324, Box 0621
APO AP 37859",3591.43
ORD_00000518,CUST_000582,2025-05-26,Pending,Debit Card,"4733 Brown Wall
Marcfurt, ID 38615",9808.04
ORD_00000519,CUST_000158,2025-01-22,Shipped,Bank Transfer,"57718 Julie Glen Apt. 239
Gutierrezberg, ND 83631",5603.86
ORD_00000520,CUST_000391,2024-10-17,Processing,Bank Transfer,"90827 Stewart Mission Suite 565
West Andrew, NE 25445",48.42
ORD_00000521,CUST_000066,2025-05-31,Cancelled,Bank Transfer,"4353 Rodriguez Courts
Phillipton, NM 08371",1309.28
ORD_00000522,CUST_000193,2025-01-29,Delivered,Credit Card,"304 Kelsey Plains Suite 323
North Gregorystad, UT 42417",4687.58
ORD_00000523,CUST_000337,2025-05-16,Cancelled,Bank Transfer,"4936 Henry Islands Apt. 160
West Brandon, PW 67029",5686.23
ORD_00000524,CUST_000655,2025-01-08,Shipped,Credit Card,"393 Browning Ridge
Ramirezborough, MN 29203",8195.62
ORD_00000525,CUST_000176,2025-01-19,Pending,Debit Card,"2154 Janet Mall Apt. 671
South Jessica, AR 12273",5731.52
ORD_00000526,CUST_000033,2024-08-21,Cancelled,Bank Transfer,"6732 David Street
Banksmouth, MI 77795",3335.09
ORD_00000527,CUST_000028,2024-09-15,Processing,Debit Card,"7204 Perez Fork Suite 697
Lake Ryanmouth, MO 20210",4432.46
ORD_00000528,CUST_000072,2025-03-22,Delivered,PayPal,"063 Benjamin Mountain Apt. 338
South Vincentborough, TN 82720",5755.27
ORD_00000529,CUST_000211,2024-10-17,Processing,PayPal,"18781 Thomas Row
Kimmouth, WA 88608",920.08
ORD_00000530,CUST_000676,2024-07-18,Cancelled,Credit Card,"44685 Benjamin Hill Suite 947
New Jim, SD 52756",7542.15
ORD_00000531,CUST_000466,2025-03-16,Pending,PayPal,"USS Hughes
FPO AA 20709",1909.48
ORD_00000532,CUST_000531,2025-05-04,Pending,Debit Card,"792 Fernandez Lights
Lake Lindsay, NE 96492",5088.11
ORD_00000533,CUST_000335,2025-03-05,Delivered,Bank Transfer,"96635 Thomas Lodge Apt. 075
Alextown, SD 73755",8477.97
ORD_00000534,CUST_000161,2024-09-14,Pending,Debit Card,"901 Stephen Drive
North Lisa, MH 84670",5202.44
ORD_00000535,CUST_000550,2024-11-24,Delivered,Bank Transfer,"9886 Sabrina Extensions Suite 616
Greenburgh, OH 84491",3901.24
ORD_00000536,CUST_000761,2024-06-07,Pending,Bank Transfer,"22446 Miller Square
Nguyenfort, UT 47608",1622.44
ORD_00000537,CUST_000979,2024-12-28,Processing,Debit Card,"5704 Amy Pines
East Karen, HI 26415",6029.03
ORD_00000538,CUST_000892,2025-06-01,Processing,PayPal,"99126 Spencer Trafficway Suite 985
Wallaceport, GA 58728",1909.48
ORD_00000539,CUST_000443,2024-08-21,Delivered,Debit Card,"70547 Brandon River Apt. 646
Lindsayshire, MT 60703",6833.7
ORD_00000540,CUST_000619,2025-02-23,Cancelled,PayPal,"89166 Tracy Station Apt. 001
Carrollfort, MO 50714",5529.19
ORD_00000541,CUST_000602,2025-05-16,Processing,Bank Transfer,"00364 Jeff Expressway
East Matthew, HI 18983",5744.39
ORD_00000542,CUST_000283,2024-06-16,Processing,Credit Card,"5621 Joyce Brooks
West Jonathan, GU 85266",958.4
ORD_00000543,CUST_000147,2025-04-02,Delivered,Credit Card,"39654 Moore Square
Connorfurt, MD 54990",10801.48
ORD_00000544,CUST_000845,2025-02-23,Delivered,Debit Card,"9509 Rick Pass Suite 572
Lake Elizabethborough, VT 13520",5627.03
ORD_00000545,CUST_000539,2024-09-18,Shipped,Bank Transfer,"1432 Pugh Ports
Shawnshire, GU 03297",2731.94
ORD_00000546,CUST_000472,2024-11-04,Delivered,Credit Card,"923 Jones Green
Bethfort, CT 86597",4555.0
ORD_00000547,CUST_000755,2024-07-14,Pending,PayPal,"8906 Robertson Plain Apt. 391
Lake Leah, WY 63932",6403.49
ORD_00000548,CUST_000662,2025-01-18,Delivered,PayPal,"875 Jennifer Parkways
Jasonview, HI 76193",6948.0
ORD_00000549,CUST_000718,2024-11-18,Shipped,Bank Transfer,"USNS Carroll
FPO AA 96440",5684.65
ORD_00000550,CUST_000628,2025-03-11,Processing,Bank Transfer,"004 Jonathan Via
East Denise, MH 91402",6243.96
ORD_00000551,CUST_000256,2024-11-05,Processing,Bank Transfer,"410 Cannon Ford Apt. 008
Diazfurt, HI 91767",1141.06
ORD_00000552,CUST_000469,2025-05-04,Delivered,Debit Card,"8781 Kenneth Expressway
North Rachelmouth, SD 37550",3943.7
ORD_00000553,CUST_000716,2024-10-29,Cancelled,Credit Card,"25141 Andrade Cliff Suite 312
Jeremyville, VA 76679",670.48
ORD_00000554,CUST_000403,2024-11-20,Pending,Debit Card,"USNV Zavala
FPO AP 92287",1149.54
ORD_00000555,CUST_000907,2024-10-29,Processing,PayPal,"35300 Browning Pike Suite 172
Clarkton, MO 74551",3222.94
ORD_00000556,CUST_000904,2025-04-08,Cancelled,PayPal,"1326 Jennifer Avenue Apt. 508
East Christina, ID 06376",3195.15
ORD_00000557,CUST_000683,2025-01-08,Pending,Debit Card,"70450 Deborah Passage
Bonillafort, GA 81689",5436.25
ORD_00000558,CUST_000931,2024-09-23,Delivered,Bank Transfer,"734 Martinez Ports
Margaretmouth, TX 90170",111.15
ORD_00000559,CUST_000781,2025-06-05,Cancelled,Credit Card,"8679 David Well Apt. 278
Gonzalezport, ND 58323",3878.44
ORD_00000560,CUST_000378,2025-03-31,Pending,Credit Card,"612 Victoria Lodge Suite 521
North Heathermouth, IL 10866",2183.72
ORD_00000561,CUST_000517,2024-10-29,Shipped,Bank Transfer,"7859 Webster Forest Suite 112
Lake Amanda, MP 68614",3979.2
ORD_00000562,CUST_000462,2024-06-30,Processing,PayPal,"524 Harvey Island
Kellystad, AZ 66198",3314.92
ORD_00000563,CUST_000213,2024-10-02,Cancelled,Credit Card,"806 Kevin Prairie Suite 888
Christyside, VI 40415",4950.33
ORD_00000564,CUST_000474,2025-03-13,Pending,Credit Card,"26909 Carlson Causeway Suite 219
East Robinfort, NH 65875",7082.42
ORD_00000565,CUST_000655,2024-08-16,Delivered,Bank Transfer,"3029 Jamie Loaf
Colestad, FL 74472",637.72
ORD_00000566,CUST_000352,2024-12-03,Delivered,Debit Card,"412 Matthews Cove
East Nathaniel, PW 33083",3838.68
ORD_00000567,CUST_000407,2024-07-27,Pending,Credit Card,"041 Thompson Harbor Apt. 212
North Juliemouth, ME 85877",821.38
ORD_00000568,CUST_000257,2024-09-13,Pending,Debit Card,"24610 Paul Place Apt. 071
South Todd, OR 97988",10873.85
ORD_00000569,CUST_000335,2024-12-02,Delivered,Bank Transfer,"46073 Jackson Inlet Apt. 324
West Kevintown, CT 21237",6836.75
ORD_00000570,CUST_000473,2024-07-03,Pending,Credit Card,"343 Jones Junction Suite 012
West Johnburgh, NC 57485",1785.44
ORD_00000571,CUST_000562,2024-12-19,Processing,Bank Transfer,"5646 Patrick Ford Apt. 094
South Williamstad, ID 11693",1966.22
ORD_00000572,CUST_000144,2025-04-25,Delivered,PayPal,"PSC 9087, Box 0146
APO AE 68024",1349.31
ORD_00000573,CUST_000862,2024-11-24,Processing,Debit Card,"USNS Alvarez
FPO AE 81954",1426.64
ORD_00000574,CUST_000859,2024-07-23,Pending,Credit Card,"314 Ramirez Isle Apt. 882
East Kim, SC 26501",1486.4
ORD_00000575,CUST_000182,2025-01-20,Shipped,Credit Card,"477 Stacy Gateway Suite 249
New Gabriel, CO 32869",2214.18
ORD_00000576,CUST_000548,2024-08-29,Delivered,Debit Card,"1869 Powell Knolls
Chapmanberg, PW 59195",11766.4
ORD_00000577,CUST_000080,2024-09-06,Pending,PayPal,"695 Patrick Walks Suite 913
Tammyhaven, TX 99064",3078.37
ORD_00000578,CUST_000158,2024-07-01,Delivered,PayPal,"56219 Nelson Mews
West Jessicaton, ME 19786",1978.91
ORD_00000579,CUST_000183,2024-09-11,Processing,Credit Card,"6261 Brown Lodge Suite 300
Martinmouth, MH 52064",8277.81
ORD_00000580,CUST_000915,2025-04-28,Cancelled,Debit Card,"Unit 0531 Box 3978
DPO AE 61083",7716.97
ORD_00000581,CUST_000453,2024-09-17,Pending,Credit Card,"7724 Patricia Extension
Hicksland, HI 71124",2301.96
ORD_00000582,CUST_000400,2025-02-05,Shipped,Bank Transfer,"82612 Davenport Prairie
Westshire, PA 38062",13372.71
ORD_00000583,CUST_000054,2025-02-02,Cancelled,Credit Card,"406 Gregory Mount
Richardland, VA 01901",5228.07
ORD_00000584,CUST_000050,2024-09-21,Delivered,Debit Card,"3258 Gordon Grove Apt. 062
Stevefurt, MI 51833",4419.95
ORD_00000585,CUST_000952,2025-01-17,Processing,PayPal,"1205 Rodriguez Turnpike Apt. 807
Gilmoreport, NH 63869",5940.4
ORD_00000586,CUST_000931,2024-06-08,Processing,Debit Card,"02336 Travis Burgs Suite 538
East Lisaside, OR 43892",3289.51
ORD_00000587,CUST_000094,2025-05-17,Pending,Bank Transfer,"4351 Brianna Brook
Michaelshire, AS 54973",2875.54
ORD_00000588,CUST_000029,2024-08-25,Pending,PayPal,"40500 Carey Turnpike Apt. 066
Smithside, NY 06303",2122.47
ORD_00000589,CUST_000841,2025-01-03,Processing,Credit Card,"98158 Frank Landing Suite 021
South Amyfurt, MO 87579",5062.85
ORD_00000590,CUST_000226,2025-04-01,Pending,Debit Card,"149 Barr Mews
Port Jenniferside, DE 48452",1655.76
ORD_00000591,CUST_000742,2025-06-03,Processing,Credit Card,"1153 Jeffrey Lane
Gillport, LA 77873",1991.27
ORD_00000592,CUST_000426,2024-08-16,Cancelled,Credit Card,"03426 Kelley Trail Suite 566
North Katrinastad, MO 74198",3810.93
ORD_00000593,CUST_000836,2025-01-28,Shipped,PayPal,"PSC 0964, Box 0578
APO AA 56574",761.89
ORD_00000594,CUST_000576,2024-11-05,Processing,Debit Card,"8296 Michelle Haven
Perezmouth, LA 71439",11015.03
ORD_00000595,CUST_000957,2025-02-24,Cancelled,Bank Transfer,"273 Daniel Radial Suite 994
Larsenberg, CT 62788",9113.29
ORD_00000596,CUST_000962,2024-09-20,Delivered,Credit Card,"8988 Lee Plaza Suite 844
Lake Angela, TN 51850",4283.6
ORD_00000597,CUST_000238,2025-04-25,Processing,Credit Card,"7955 Gonzalez Way Apt. 567
Dayhaven, CO 45559",314.72
ORD_00000598,CUST_000366,2025-05-12,Shipped,Debit Card,"32763 Phillip Roads
Kimberlyfort, IL 76239",370.18
ORD_00000599,CUST_000016,2024-11-18,Delivered,PayPal,"9647 Amanda Ville Apt. 753
Benjaminchester, CT 83548",6040.9
ORD_00000600,CUST_000013,2025-01-02,Delivered,Debit Card,"511 Stewart Forge Suite 406
East Davidshire, CT 50682",7413.37
ORD_00000601,CUST_000470,2025-03-30,Processing,Credit Card,"696 Martin Trail Suite 833
Port Lisa, MS 27760",11544.5
ORD_00000602,CUST_000674,2025-05-28,Shipped,PayPal,"243 Perkins Cliffs Apt. 006
Hawkinsmouth, GA 55826",9342.81
ORD_00000603,CUST_000045,2024-11-20,Pending,Debit Card,"Unit 6914 Box 7012
DPO AP 71676",2964.88
ORD_00000604,CUST_000421,2024-08-22,Shipped,Bank Transfer,"541 Hill Burg Suite 150
South Daniellefurt, MI 22240",2377.06
ORD_00000605,CUST_000105,2024-12-23,Cancelled,Debit Card,"PSC 0045, Box 5786
APO AP 44486",5391.6
ORD_00000606,CUST_000258,2025-01-18,Pending,PayPal,"006 Griffith Road
Lucasport, SD 15619",2149.35
ORD_00000607,CUST_000647,2024-09-22,Delivered,Debit Card,"80342 Jennifer Street
Charlesburgh, CA 65981",2190.28
ORD_00000608,CUST_000341,2024-06-16,Processing,PayPal,"8708 Lauren Ridge Suite 211
Webbberg, IA 05838",4103.85
ORD_00000609,CUST_000872,2024-09-11,Delivered,Credit Card,"5998 Julie Spring
South Elizabethstad, ND 90131",323.7
ORD_00000610,CUST_000344,2024-07-13,Pending,Bank Transfer,"222 Amy Way Apt. 021
Port Andrew, UT 48146",7034.16
ORD_00000611,CUST_000392,2024-06-14,Cancelled,Debit Card,"99478 Patricia Pines Apt. 460
West Heather, ME 02532",7462.83
ORD_00000612,CUST_000516,2025-06-03,Cancelled,Credit Card,"44417 Bennett Vista Suite 196
North Jeffrey, IA 77007",5157.15
ORD_00000613,CUST_000239,2025-05-14,Pending,Credit Card,"97610 Dennis Cove
Morganhaven, VT 01102",4959.85
ORD_00000614,CUST_000317,2025-05-28,Processing,Bank Transfer,"705 Jessica River Apt. 883
New Andrewmouth, SC 67424",3285.67
ORD_00000615,CUST_000776,2024-07-08,Processing,Credit Card,"91930 Anderson Bypass Apt. 859
Port Michaelfort, IN 15057",1857.45
ORD_00000616,CUST_000062,2024-07-04,Processing,PayPal,"6722 Rodriguez Pass Suite 503
Davidville, TX 74815",2951.84
ORD_00000617,CUST_000511,2024-10-13,Shipped,Debit Card,"24924 Moody Greens
Lake Juliachester, MH 11737",1382.14
ORD_00000618,CUST_000156,2025-04-13,Delivered,Debit Card,"220 Wilcox Squares
Lorifurt, CA 72818",13538.03
ORD_00000619,CUST_000658,2024-08-13,Pending,Debit Card,"USNS Bailey
FPO AA 90763",4597.09
ORD_00000620,CUST_000946,2025-01-07,Cancelled,Bank Transfer,"17245 Fitzgerald Tunnel
Chrisburgh, AR 69598",7821.2
ORD_00000621,CUST_000757,2025-01-25,Shipped,Debit Card,"8087 James Fork
Scottborough, FL 35253",6652.83
ORD_00000622,CUST_000285,2024-08-01,Shipped,Credit Card,"0365 Carpenter Island Suite 072
Wilkinsonshire, GA 79321",1738.77
ORD_00000623,CUST_000534,2024-06-06,Delivered,PayPal,"998 Peggy Village Apt. 721
South Brett, UT 57009",1487.68
ORD_00000624,CUST_000769,2025-02-25,Pending,Debit Card,"7270 Dustin Highway
North Kristichester, GA 13283",207.68
ORD_00000625,CUST_000868,2024-06-12,Shipped,PayPal,"09143 Mary Freeway
Meganmouth, AS 32995",2405.55
ORD_00000626,CUST_000249,2025-06-03,Processing,Credit Card,"07313 Thomas Plains
Velasquezhaven, NV 60966",3706.28
ORD_00000627,CUST_000929,2024-07-02,Processing,Debit Card,"PSC 0423, Box 8768
APO AE 97701",6848.5
ORD_00000628,CUST_000623,2025-01-07,Delivered,PayPal,"796 Moore Mount Suite 097
Edwardbury, MP 77437",2515.85
ORD_00000629,CUST_000188,2025-01-18,Delivered,Credit Card,"1317 Wright Spring Suite 195
Juanburgh, TN 29719",10008.46
ORD_00000630,CUST_000067,2024-08-20,Delivered,Credit Card,"8855 Albert Pine
Lake Lisa, NV 13084",4933.45
ORD_00000631,CUST_000977,2025-06-05,Processing,Credit Card,"8531 Guzman Roads Suite 460
Beckermouth, KS 65960",1102.02
ORD_00000632,CUST_000650,2025-04-18,Processing,Debit Card,"Unit 5388 Box 1768
DPO AE 48810",11314.57
ORD_00000633,CUST_000129,2024-08-14,Pending,Debit Card,"101 Hernandez Rest
Scottport, MT 76607",2853.28
ORD_00000634,CUST_000607,2025-03-14,Cancelled,Debit Card,"151 Roberts Crescent Apt. 704
Matthewfurt, LA 75988",651.72
ORD_00000635,CUST_000242,2025-04-21,Cancelled,Credit Card,"6190 Timothy Groves
Frankmouth, GA 35726",3267.37
ORD_00000636,CUST_000437,2025-04-16,Delivered,PayPal,"93064 Gaines Spurs Apt. 875
West Amanda, OK 73895",6126.97
ORD_00000637,CUST_000169,2024-08-19,Processing,Debit Card,"9513 Jeremy Stravenue
Newtonstad, PW 35681",393.14
ORD_00000638,CUST_000435,2024-08-16,Processing,Debit Card,"9355 Robert Parks Apt. 777
Port Brian, IN 74248",740.82
ORD_00000639,CUST_000311,2025-06-05,Shipped,Bank Transfer,"71696 Butler Knoll Suite 392
Andrewborough, KY 64325",1867.2
ORD_00000640,CUST_000991,2024-11-11,Processing,PayPal,"544 Robert Path Suite 253
New Jacob, OR 30937",6113.14
ORD_00000641,CUST_000884,2024-06-07,Delivered,Credit Card,"18721 Ashley Stream
Lake Andre, GA 05192",900.69
ORD_00000642,CUST_000974,2025-02-15,Shipped,Bank Transfer,"572 Amanda Shores Apt. 601
Jonesville, FM 32470",4209.53
ORD_00000643,CUST_000387,2025-05-16,Processing,Bank Transfer,"406 Bautista Bypass Suite 184
West Dawnfort, IA 46924",690.49
ORD_00000644,CUST_000452,2024-06-19,Delivered,Bank Transfer,"741 Walker Expressway Suite 563
South Rickey, PR 87479",6299.88
ORD_00000645,CUST_000779,2024-06-07,Processing,Bank Transfer,"52179 Yvonne Coves
Port Angelaside, OK 09597",775.1
ORD_00000646,CUST_000021,2024-09-04,Delivered,Bank Transfer,"02719 Michael Row Apt. 479
Contrerasmouth, MS 18928",6314.18
ORD_00000647,CUST_000875,2024-09-03,Pending,PayPal,"PSC 0947, Box 9768
APO AP 44639",9851.7
ORD_00000648,CUST_000610,2025-02-26,Cancelled,Debit Card,"5829 Green Villages Apt. 733
North Bobby, VA 01404",5361.53
ORD_00000649,CUST_000567,2024-09-13,Processing,PayPal,"34253 Tina Crossroad Apt. 940
North Christophershire, MI 18091",524.74
ORD_00000650,CUST_000390,2024-06-24,Delivered,PayPal,"741 Hughes Mall
Curtismouth, AZ 65197",3573.24
ORD_00000651,CUST_000465,2024-06-19,Shipped,Bank Transfer,"737 Miller Freeway
Susanmouth, MI 97769",9483.53
ORD_00000652,CUST_000576,2024-09-10,Cancelled,Bank Transfer,"84766 Brian Oval
Kimberlyshire, AL 75939",3104.89
ORD_00000653,CUST_000074,2025-05-19,Shipped,Debit Card,"PSC 2619, Box 3581
APO AA 13769",4719.58
ORD_00000654,CUST_000733,2024-09-22,Delivered,Debit Card,"400 Mckay Rapids Suite 560
Paulstad, KY 88362",43.12
ORD_00000655,CUST_000159,2024-09-13,Processing,Credit Card,"977 Richardson Wells Apt. 234
North Tonyamouth, DC 23929",7858.25
ORD_00000656,CUST_000014,2025-01-16,Cancelled,PayPal,"150 Jordan Ramp
Georgeville, FL 98209",4677.71
ORD_00000657,CUST_000504,2024-07-15,Delivered,Bank Transfer,"94342 Andrew Dam
Tammieland, TX 79002",775.1
ORD_00000658,CUST_000963,2024-12-23,Delivered,PayPal,"873 Rodriguez Stravenue Apt. 723
Lake Jacquelinebury, MD 65122",7230.15
ORD_00000659,CUST_000394,2024-07-12,Delivered,PayPal,"774 Palmer Vista
Jasonstad, PW 21873",6019.89
ORD_00000660,CUST_000657,2024-10-01,Cancelled,Credit Card,"5995 Leslie Cove
Johnton, LA 31946",871.76
ORD_00000661,CUST_000419,2024-12-23,Pending,Credit Card,"08848 Cross Meadow Suite 144
West Julie, FM 90986",4330.9
ORD_00000662,CUST_000395,2024-06-24,Cancelled,Debit Card,"337 Lyons Ports Apt. 155
New Amychester, ID 75580",4265.31
ORD_00000663,CUST_000199,2024-10-08,Delivered,PayPal,"0529 Cooper Orchard Apt. 476
New Angelafurt, OH 31357",6906.06
ORD_00000664,CUST_000790,2025-05-05,Shipped,Bank Transfer,"344 Ian Lake
Josefort, TX 07433",7623.09
ORD_00000665,CUST_000651,2024-07-21,Shipped,Credit Card,"33693 Stephens Hills Apt. 211
West Michaelshire, NC 05899",3263.26
ORD_00000666,CUST_000667,2025-01-21,Delivered,Bank Transfer,"0653 Walters Forest Apt. 966
Buckborough, ME 79593",8089.43
ORD_00000667,CUST_000754,2024-07-21,Processing,Debit Card,"5773 Jose Junction
Jamesburgh, AS 29603",1815.36
ORD_00000668,CUST_000490,2024-08-15,Pending,PayPal,"21081 Evelyn Canyon
New Tracy, ID 95757",4521.64
ORD_00000669,CUST_000647,2025-05-25,Pending,Debit Card,"PSC 0077, Box 8981
APO AP 91112",3696.55
ORD_00000670,CUST_000268,2024-10-31,Cancelled,Bank Transfer,"66688 Galvan View Apt. 165
New Amybury, MH 70285",819.26
ORD_00000671,CUST_000967,2024-06-30,Processing,PayPal,"9014 Michael Flats
West Nicholas, RI 68221",6970.35
ORD_00000672,CUST_000254,2025-01-12,Cancelled,Debit Card,"439 Cabrera Walks
Thompsonstad, VA 68297",696.51
ORD_00000673,CUST_000013,2024-06-10,Pending,Credit Card,"58496 Michelle Camp Apt. 230
North Daniel, VA 80234",2423.55
ORD_00000674,CUST_000660,2024-07-25,Delivered,Bank Transfer,"17385 Norris Lakes Suite 051
Port Janemouth, PR 89164",2906.26
ORD_00000675,CUST_000724,2025-05-10,Cancelled,Credit Card,"USS Turner
FPO AA 55459",861.54
ORD_00000676,CUST_000531,2024-07-26,Processing,Bank Transfer,"7041 Allen Canyon Apt. 264
East Sarashire, NJ 34403",731.49
ORD_00000677,CUST_000170,2025-04-11,Delivered,PayPal,"Unit 9564 Box 2527
DPO AA 98097",3566.6
ORD_00000678,CUST_000709,2024-08-23,Shipped,Bank Transfer,"53725 Cooper Fork
South James, KS 25600",72.63
ORD_00000679,CUST_000601,2025-04-12,Shipped,Bank Transfer,"000 Gary Fall
Port Charlesberg, NV 61080",22.23
ORD_00000680,CUST_000771,2024-10-21,Pending,Credit Card,"59578 Phillips Creek Apt. 284
Gregfort, WA 23493",7564.82
ORD_00000681,CUST_000652,2025-06-05,Cancelled,PayPal,"94047 James Neck
South Chadchester, NC 39114",5162.04
ORD_00000682,CUST_000834,2025-03-10,Processing,PayPal,"263 Shannon Ranch
Christopherstad, SD 45610",1045.96
ORD_00000683,CUST_000767,2024-06-07,Processing,Bank Transfer,"09870 Melissa Passage
Lake Joshua, GA 78155",1024.92
ORD_00000684,CUST_000716,2024-12-23,Shipped,Credit Card,"49734 Browning Views Suite 346
Timothyshire, NE 44836",7761.33
ORD_00000685,CUST_000173,2024-12-30,Delivered,Credit Card,"15221 Michael Throughway
Sharonside, CA 21990",1771.25
ORD_00000686,CUST_000100,2024-08-16,Pending,Bank Transfer,"0882 Eddie Landing Apt. 139
Jenniferburgh, MD 94884",10707.02
ORD_00000687,CUST_000538,2024-09-10,Delivered,PayPal,"7031 Morales Shoals Apt. 013
West Terry, PR 63534",874.16
ORD_00000688,CUST_000751,2024-08-13,Delivered,Debit Card,"42375 Dodson Station Suite 451
Malonebury, WV 84561",2324.56
ORD_00000689,CUST_000181,2024-08-15,Shipped,Debit Card,"487 Wood Pines Apt. 591
Myersstad, MA 83861",6912.12
ORD_00000690,CUST_000721,2025-02-07,Processing,Debit Card,"86421 Ryan Crescent Suite 147
East Lisa, DC 80104",2122.2
ORD_00000691,CUST_000499,2025-05-24,Processing,Credit Card,"3196 Miller Haven Suite 180
Josephtown, AK 68530",6606.83
ORD_00000692,CUST_000462,2024-10-03,Cancelled,Debit Card,"942 Kimberly Wells
Hodgesfurt, UT 14527",3505.52
ORD_00000693,CUST_000191,2025-02-15,Processing,Credit Card,"896 Rodgers Square Apt. 311
Johnsonhaven, NH 68569",3884.01
ORD_00000694,CUST_000768,2025-03-04,Processing,Debit Card,"916 Jones Islands Suite 709
Jordanside, ND 43736",4042.35
ORD_00000695,CUST_000266,2024-07-19,Delivered,Bank Transfer,"38528 Mcdonald Hills
North Mollymouth, PW 38308",5961.22
ORD_00000696,CUST_000642,2025-05-13,Cancelled,Credit Card,"68985 Daniel Plaza Apt. 167
Gonzalezhaven, AR 73835",3697.88
ORD_00000697,CUST_000890,2025-03-16,Processing,Credit Card,"667 Ellis Courts Suite 954
East Jamesborough, WV 96451",5406.97
ORD_00000698,CUST_000301,2024-09-19,Pending,Bank Transfer,"396 Murray Forges Suite 700
South Amyport, MI 09115",3084.51
ORD_00000699,CUST_000128,2025-01-20,Shipped,Credit Card,"023 Stokes Plain Apt. 038
West Jessicafurt, GU 07229",841.97
ORD_00000700,CUST_000351,2024-09-14,Pending,Debit Card,"629 Edward Tunnel
Jameschester, GA 16069",5777.31
ORD_00000701,CUST_000490,2025-04-15,Delivered,Credit Card,"27272 Ryan Mountain Suite 490
Sharonfort, IL 02669",416.6
ORD_00000702,CUST_000010,2024-09-02,Pending,PayPal,"4508 Adam Locks
New Jorge, DE 58452",4200.88
ORD_00000703,CUST_000770,2025-05-09,Pending,Credit Card,"2942 Cortez Track Apt. 916
South Heather, NC 04340",1557.17
ORD_00000704,CUST_000100,2024-06-19,Processing,Credit Card,"02888 Veronica Prairie Suite 970
Alvarezland, MD 87999",3354.07
ORD_00000705,CUST_000385,2024-08-06,Cancelled,PayPal,"4310 Christine Forge
North Andrew, IL 53449",2500.07
ORD_00000706,CUST_000955,2024-11-25,Delivered,Bank Transfer,"92542 Johnson Radial
North Heather, NY 16485",4282.1
ORD_00000707,CUST_000776,2025-05-17,Shipped,Bank Transfer,"07148 Nicole Isle Suite 508
South Dana, TX 79020",1074.06
ORD_00000708,CUST_000345,2024-12-22,Shipped,PayPal,"197 Hunter Springs Suite 674
East James, WY 70918",213.48
ORD_00000709,CUST_000323,2024-10-29,Processing,PayPal,"Unit 2504 Box 6471
DPO AP 97266",819.1
ORD_00000710,CUST_000682,2025-02-17,Delivered,Bank Transfer,"5884 Tammy Lodge
Leonberg, KY 45715",3769.8
ORD_00000711,CUST_000626,2024-06-15,Pending,PayPal,"24181 Hannah Center
Sandersville, AK 77108",8563.58
ORD_00000712,CUST_000895,2025-05-15,Shipped,Credit Card,"2168 Harrison Street
East Brandonborough, CA 41396",3789.02
ORD_00000713,CUST_000004,2024-06-30,Delivered,Bank Transfer,"4329 Burgess Hills
Lake Mauricechester, PR 70113",712.28
ORD_00000714,CUST_000743,2025-02-17,Processing,Credit Card,"172 Moody Trace Suite 273
New Michelleshire, NM 05361",10459.61
ORD_00000715,CUST_000617,2024-11-11,Pending,PayPal,"2037 Velazquez Street Suite 719
Lake Samuelfort, ID 37407",6056.13
ORD_00000716,CUST_000974,2025-02-16,Processing,PayPal,"2114 Steven Point
Port Jerrychester, TN 50362",507.99
ORD_00000717,CUST_000463,2025-04-02,Cancelled,Bank Transfer,"0383 Thompson Crescent
Lake Joseph, ME 64656",6043.11
ORD_00000718,CUST_000528,2024-06-26,Delivered,Debit Card,"922 Leonard Mills Apt. 640
West Melissashire, MN 21870",5843.99
ORD_00000719,CUST_000004,2024-09-10,Shipped,Credit Card,"564 Rangel Forge Suite 180
East Jessicaton, MS 27678",5395.36
