customer_id,name,email,phone,registration_date,age,gender,location,country,customer_segment,preferred_category
CUST_000204,Patty Allen,barrettamber@example.com,787.382.9456,2023-08-16,53,M,North Maryberg,Christmas Island,Platinum,Home
CUST_000205,Christina Washington,johnsondarlene@example.com,+1-378-999-4053x91037,2025-01-12,46,M,West Angelachester,Swaziland,Bronze,Books
CUST_000206,Michael Colon,allison14@example.org,581.413.8633,2024-07-19,32,F,Reeseshire,Guinea-Bissau,Silver,Books
CUST_000207,Michele Simmons,jacksonhenry@example.com,552.589.7558x55665,2024-03-07,60,Other,Michaelmouth,Kiribati,Gold,Home
CUST_000208,April Johnson,caitlin82@example.com,4433350488,2023-07-04,53,Other,Ericview,Haiti,Gold,Home
CUST_000209,Danielle Scott,christopher69@example.org,001-315-272-7919x4096,2025-04-10,65,Other,Michaelchester,Israel,Gold,Books
CUST_000210,Barbara Townsend,walterscrystal@example.org,980-358-9258x3206,2023-11-16,62,F,Kristieberg,Bulgaria,Gold,Books
CUST_000211,John Mcgee,zbaker@example.net,(522)378-3769x38983,2023-12-18,34,M,Morrisshire,Benin,Bronze,Clothing
CUST_000212,Jason Diaz,malikwheeler@example.org,001-342-359-7927x03352,2024-11-28,38,M,New Sara,Trinidad and Tobago,Silver,Clothing
CUST_000213,Donna Cooper,torresthomas@example.com,483.238.8487,2024-03-08,31,Other,West Georgeport,Cook Islands,Platinum,Books
CUST_000214,Lisa Brown,jonesdonna@example.net,+1-351-404-6368x15798,2023-10-30,64,Other,Castrotown,Armenia,Gold,Electronics
CUST_000215,Joseph Cook,bgarner@example.com,+1-455-743-8404x60843,2025-03-23,71,M,North Jessica,Mali,Gold,Clothing
CUST_000216,Lisa Garrett,robertberry@example.com,495-878-2329x8324,2025-06-03,41,M,Lake Sarah,United States Virgin Islands,Gold,Electronics
CUST_000217,Barry Patel,whitemary@example.org,001-205-666-4742x3122,2024-08-22,63,Other,New Jesse,Poland,Silver,Books
CUST_000218,Bobby Chan,waynejacobs@example.net,+1-652-867-7223x3060,2023-11-16,20,M,Port James,Christmas Island,Gold,Clothing
CUST_000219,Victoria Camacho,dwatts@example.org,(360)996-5699x98808,2024-05-05,58,F,East Aprilfurt,Saint Pierre and Miquelon,Bronze,Electronics
CUST_000220,James Hubbard,leescott@example.com,001-347-426-4908x27718,2024-12-27,54,F,South Robert,Korea,Platinum,Home
CUST_000221,Jesse Mosley,nicoledavis@example.com,001-421-811-7518x689,2024-07-13,46,F,Port Georgemouth,Mongolia,Silver,Electronics
CUST_000222,Shari Martin,haroldjoseph@example.com,947-942-1230x9407,2024-07-08,34,F,New Nicolebury,Cuba,Bronze,Electronics
CUST_000223,Karen Ortiz,burkeadam@example.net,698-730-2205x020,2025-04-09,43,F,North Robertburgh,Central African Republic,Bronze,Sports
CUST_000224,Lisa Holt,tammycurry@example.com,3146556168,2024-05-16,58,Other,Lake Michelemouth,Malta,Bronze,Clothing
CUST_000225,Daniel Clark,rodriguezjessica@example.net,917.994.6954x89952,2024-06-01,27,Other,New Jesse,French Guiana,Gold,Electronics
CUST_000226,April Johnson,mclaughlinjared@example.net,(760)255-8303x44144,2023-08-29,33,M,Matthewshire,Nicaragua,Platinum,Sports
CUST_000227,Sandra Lee,sandra77@example.org,+1-727-227-8576x0849,2023-11-06,56,Other,Laurenstad,Bahrain,Silver,Sports
CUST_000228,Diana Johnson,ksims@example.net,+1-562-791-4504x617,2024-05-02,42,F,Javierport,China,Platinum,Books
CUST_000229,Richard Strickland,wallaceangel@example.com,923.857.8452x18230,2024-11-09,73,Other,North Larryton,Poland,Platinum,Books
CUST_000230,Shelby Cook,garciakatie@example.net,309-643-5334x4857,2023-09-24,54,Other,Dannyside,Malaysia,Bronze,Sports
CUST_000231,Joshua Dunn,donald49@example.org,(214)995-8702,2025-03-28,79,Other,North Patrickland,Japan,Bronze,Clothing
CUST_000232,Michael Vance,tjensen@example.com,981.679.2171,2024-10-19,58,M,Ruizbury,Cambodia,Gold,Electronics
CUST_000233,Lisa Durham,qwhite@example.com,477-301-7157x72459,2024-03-29,28,M,West Angelaland,Somalia,Silver,Sports
CUST_000234,Joel Garza,christinekelley@example.com,(915)339-6695x8321,2024-08-12,22,M,Nguyenville,Swaziland,Bronze,Home
CUST_000235,Eric Sullivan,jenningscandace@example.com,970-513-2902x27846,2023-11-04,46,Other,Kevinport,Uruguay,Platinum,Books
CUST_000236,Jessica Haas,veronica90@example.net,562.840.5800x85140,2024-11-01,20,M,Garrettfurt,Iraq,Gold,Books
CUST_000237,Joshua Bates,jtaylor@example.com,(462)342-2010x276,2023-09-15,62,F,Daltonchester,Nigeria,Bronze,Clothing
CUST_000238,Jordan Arnold,ocruz@example.org,(990)797-3846x89500,2023-08-28,77,F,Nixonland,Cambodia,Silver,Home
CUST_000239,Kelsey Villarreal,steven18@example.net,737-218-9490,2024-05-14,25,Other,Berrymouth,Italy,Silver,Clothing
CUST_000240,William Phillips,austinlivingston@example.net,994-307-9290x4904,2023-09-07,76,F,Port Kristenview,Bulgaria,Silver,Electronics
CUST_000241,Denise Scott,munozrenee@example.net,(275)724-3728,2025-05-26,21,M,New Sarah,Cape Verde,Gold,Sports
CUST_000242,Nicole Gutierrez,cyoung@example.net,+1-623-995-0410x2767,2024-12-03,65,Other,South Frances,Iceland,Gold,Home
CUST_000243,Charles Berg,robertslaura@example.com,+1-658-801-8569x45441,2024-05-09,25,F,Lake Emily,Sierra Leone,Gold,Home
CUST_000244,George Vaughn,lawrencesmith@example.org,606-618-1753,2023-10-26,78,F,New Christopherborough,Zambia,Platinum,Home
CUST_000245,Barbara Rosario,gatesdavid@example.net,001-492-312-4471x74654,2023-12-26,23,Other,South Paulton,Eritrea,Bronze,Home
CUST_000246,Deborah Alexander,mkrause@example.net,(227)312-8639x1741,2023-07-28,65,F,Kimberlytown,Ukraine,Gold,Electronics
CUST_000247,Mr. Aaron Johnson MD,isabelconway@example.net,2878766183,2025-05-04,23,M,Martinezside,Vietnam,Bronze,Books
CUST_000248,Felicia Turner MD,diazmelissa@example.com,674-832-8063,2025-03-23,54,M,Tommouth,Saint Pierre and Miquelon,Silver,Home
CUST_000249,Andrew Johnson,tracybrown@example.net,+1-547-987-0050x5061,2025-04-24,51,Other,Lake Beth,Uzbekistan,Platinum,Books
CUST_000250,Nicolas Burns,ruizsamantha@example.org,420.320.4179,2025-01-24,29,Other,North Tylerbury,Bahrain,Platinum,Home
CUST_000251,Jessica Cain,rnguyen@example.net,+1-325-630-9251,2023-09-18,80,M,Jacksonstad,Micronesia,Platinum,Books
CUST_000252,David Perkins,craigboone@example.net,(420)571-0021x9467,2023-09-19,44,F,Alexandrachester,Dominican Republic,Gold,Electronics
CUST_000253,Lisa Johnson,jennifersalazar@example.org,+1-545-960-8331x8195,2024-12-21,72,M,West Brian,Bouvet Island (Bouvetoya),Gold,Home
CUST_000254,Melinda Schmitt,kjimenez@example.net,9052436459,2023-08-22,62,F,New Gregorytown,Libyan Arab Jamahiriya,Gold,Home
CUST_000255,Andrea Young,uwatkins@example.com,553.815.3136,2025-03-19,70,Other,South Brendaton,Tuvalu,Bronze,Home
CUST_000256,Daniel Lynch,paultaylor@example.net,654.435.2090,2023-08-27,23,F,Ellisburgh,Senegal,Gold,Books
CUST_000257,Stephen Munoz,belindatran@example.org,268-873-9774,2024-11-26,25,F,East Mark,Mozambique,Bronze,Sports
CUST_000258,Timothy Shah,butlerbradley@example.com,001-280-868-6717x7318,2025-05-01,47,F,West Kenneth,Oman,Bronze,Clothing
CUST_000259,Mrs. Maureen Martin DDS,braysteven@example.org,001-862-657-0165x804,2024-10-29,51,F,Port Gail,Niger,Platinum,Home
CUST_000260,Nancy Brown,pamela16@example.com,590.355.2818x325,2024-09-23,66,M,Port Julie,Czech Republic,Silver,Books
CUST_000261,Steven Gordon,eramirez@example.com,(777)388-1788x479,2023-10-22,53,M,Millerfurt,Ukraine,Gold,Home
CUST_000262,Tyler Jones,joshuaterry@example.com,(738)804-6827,2024-04-26,74,Other,West Jaimetown,Tunisia,Platinum,Electronics
CUST_000263,Sandy Stone,robert55@example.com,001-488-677-4924,2023-11-19,19,Other,Taraton,Cameroon,Silver,Clothing
CUST_000264,Jesus Jackson,jennifermitchell@example.org,001-422-531-0592x745,2024-07-22,37,Other,Lake Loganstad,Cameroon,Bronze,Sports
CUST_000265,Joshua Martin,david06@example.com,001-927-752-0885x47492,2024-10-22,44,M,Mcculloughberg,Philippines,Silver,Electronics
CUST_000266,Elizabeth Morales,seandavis@example.org,+1-839-583-4301x871,2024-05-30,47,M,Lake Michaelberg,Saint Barthelemy,Silver,Home
CUST_000267,Jaclyn Watson,michael47@example.net,437-367-4266,2023-09-20,77,Other,Thomashaven,Grenada,Gold,Sports
CUST_000268,Tyler Avila,smithdanielle@example.com,(628)979-2326x48704,2024-07-19,63,F,Walkertown,Cape Verde,Platinum,Home
CUST_000269,Tyler Flowers,qmartinez@example.com,(827)630-1471x95979,2024-09-08,80,F,Mccannville,Holy See (Vatican City State),Silver,Home
CUST_000270,Laura Bruce,bonniethomas@example.com,001-325-520-4565x044,2024-12-18,53,M,Port Cody,Sao Tome and Principe,Platinum,Clothing
CUST_000271,Frank Stewart,joseph51@example.net,001-852-702-8457,2025-04-10,76,Other,North Jeffery,Macao,Silver,Electronics
CUST_000272,Colin Prince,butlersabrina@example.org,(707)454-5279,2024-11-06,35,F,Lake Lisabury,Brunei Darussalam,Gold,Sports
CUST_000273,Brenda Perez,jasonzavala@example.com,001-211-907-6031x089,2023-09-01,35,M,Bradleyport,Papua New Guinea,Gold,Books
CUST_000274,Brent Martinez,brianagonzalez@example.net,(301)324-9552x893,2025-01-26,71,Other,New Jayborough,Finland,Platinum,Clothing
CUST_000275,Paul Smith,glasssamantha@example.net,859.327.1256x6383,2024-12-14,46,Other,Davidville,Mali,Platinum,Books
CUST_000276,Philip Bush,millertristan@example.com,779-447-3864x6317,2023-06-16,39,Other,Powersfurt,Kazakhstan,Platinum,Home
CUST_000277,Megan Wilson,lmorales@example.org,001-621-653-5396x1367,2024-12-10,77,F,Kellyfurt,Libyan Arab Jamahiriya,Silver,Clothing
CUST_000278,Brittany Gibson,kingtyler@example.net,(701)401-7026,2024-01-14,54,F,Port Charleshaven,Seychelles,Silver,Home
CUST_000279,John Carter MD,amy88@example.org,001-606-416-7567x70028,2024-05-31,20,F,West Jennifer,Libyan Arab Jamahiriya,Platinum,Home
CUST_000280,Laura Henry,kalvarez@example.net,7642796954,2023-06-27,42,Other,East Marystad,Sudan,Silver,Home
CUST_000281,Alyssa Vance,oscar65@example.com,(250)733-3491x14152,2023-07-04,79,M,Bradleychester,Ethiopia,Silver,Sports
CUST_000282,John Johnson,nicholas65@example.net,671-735-7852,2025-05-15,79,Other,South Cynthia,Solomon Islands,Gold,Electronics
CUST_000283,Samuel Lewis,brandon96@example.org,+1-519-719-5419x876,2025-01-08,73,F,Williamport,Jersey,Bronze,Sports
CUST_000284,Emily Perry,colleen78@example.org,8822973748,2024-06-22,76,F,Stevenbury,Canada,Bronze,Clothing
CUST_000285,Pamela Richard,eflores@example.net,564.342.4936,2023-09-24,44,Other,East Lauraport,Kyrgyz Republic,Silver,Electronics
CUST_000286,Dr. Javier Bullock,eriktaylor@example.com,882-707-0015x941,2024-10-09,48,F,South Sherryberg,Dominica,Gold,Sports
CUST_000287,Nicholas Fitzpatrick,tyler13@example.net,355-496-3632,2023-11-10,62,F,Scottview,Tokelau,Bronze,Books
CUST_000288,Katherine Brooks,stewartrodney@example.net,242.257.5409,2024-10-23,72,Other,West Angela,Georgia,Platinum,Books
CUST_000289,Mercedes Leach,nicholsjoel@example.com,(206)644-1343x2756,2025-03-01,58,Other,Ruizchester,Vanuatu,Platinum,Sports
CUST_000290,Michelle Mcdowell,hollowayholly@example.net,456-998-5700,2025-01-05,20,Other,North Richard,Niue,Bronze,Clothing
CUST_000291,Kenneth Rodriguez,zacharybooker@example.net,001-329-865-7724x29543,2024-03-01,58,Other,Waltershire,Czech Republic,Gold,Clothing
CUST_000292,Alexander Hansen,rebeccamccann@example.org,320-269-6942x152,2024-11-13,65,M,Ayalamouth,Sweden,Platinum,Electronics
CUST_000293,Bailey Reeves,sophiali@example.com,476-226-3934x3626,2024-01-05,66,Other,Joemouth,United States of America,Bronze,Home
CUST_000294,Kevin Holland,smithdean@example.com,001-763-566-9411x800,2024-05-16,28,Other,Wendyton,Albania,Gold,Electronics
CUST_000295,Manuel Turner,ilambert@example.net,4923428757,2024-01-24,20,F,Thomasville,Germany,Bronze,Books
CUST_000296,Carl Savage,julie64@example.com,+1-548-456-2572x870,2023-07-16,40,F,North Thomas,Central African Republic,Platinum,Clothing
CUST_000297,Jessica Carney,wwilliams@example.net,+1-577-671-2151,2023-10-17,33,Other,Lake William,Faroe Islands,Platinum,Sports
CUST_000298,Mary Lewis,foxashley@example.com,737-315-0416,2025-02-07,61,M,North Christopher,Switzerland,Silver,Clothing
CUST_000299,Karen Fuller,brooke05@example.org,+1-897-359-2304x5018,2024-03-24,23,Other,East Tammy,Tonga,Platinum,Sports
CUST_000300,Alex Clark,schan@example.net,001-921-947-6492x51583,2025-03-15,61,M,Adamschester,Bermuda,Platinum,Sports
CUST_000301,Rita Austin,fmccoy@example.org,657.432.7881x47617,2025-05-26,27,M,Mckenziehaven,Japan,Platinum,Books
CUST_000302,Anthony Jones,palmerwilliam@example.com,279-345-4918,2024-11-29,47,F,Whiteburgh,Tajikistan,Bronze,Home
CUST_000303,Bradley Mcdowell,lee77@example.net,252-832-1941x680,2023-08-31,75,F,Lake Thomas,Puerto Rico,Silver,Electronics
CUST_000304,Matthew Garner,nturner@example.com,001-564-912-2031x030,2024-09-23,46,F,South Megan,Togo,Gold,Home
CUST_000305,Cheryl Turner,bhernandez@example.org,522-577-7079,2024-01-08,62,F,Williamstown,Bosnia and Herzegovina,Platinum,Books
CUST_000306,Michelle Petty,mmclaughlin@example.net,+1-940-576-7899,2024-11-10,30,F,South Barbaraside,Bahrain,Platinum,Electronics
CUST_000307,Matthew Small,simpsonsheila@example.com,760.924.3757x383,2023-09-10,33,F,Jenniferfurt,Israel,Gold,Sports
CUST_000308,Megan Navarro,kmarsh@example.net,941.372.2329,2025-01-07,36,Other,Torresborough,Moldova,Gold,Electronics
CUST_000309,Albert Ibarra,erica28@example.org,956-619-3183,2025-06-02,80,Other,Kaylaside,Ethiopia,Platinum,Books
CUST_000310,Sarah Russo,mccarthysara@example.com,511.799.1808x121,2023-09-29,18,Other,Jeanhaven,Luxembourg,Bronze,Sports
CUST_000311,Annette Holland,lori13@example.com,(403)875-4821x45653,2025-01-02,65,F,Port Roy,Uruguay,Gold,Clothing
CUST_000312,Jimmy Phelps,sherry72@example.org,001-481-215-5626x060,2025-05-21,56,F,Robertside,Tunisia,Silver,Clothing
CUST_000313,Patrick Blankenship,wilcoxrachel@example.net,(867)538-9975,2025-03-11,57,F,North Amandafurt,Saint Kitts and Nevis,Silver,Electronics
CUST_000314,Sheryl Meyer,jason88@example.com,752.600.8943x46810,2024-09-07,75,Other,Davidville,Kiribati,Bronze,Books
CUST_000315,Norman Chavez,lindazhang@example.net,001-389-735-4492x683,2024-06-18,68,F,Port Kimberly,Korea,Bronze,Sports
CUST_000316,Michael Poole,davisroger@example.org,937.815.8698x8649,2025-06-04,41,Other,Dennischester,Swaziland,Silver,Electronics
CUST_000317,Jonathan Washington,tanderson@example.net,713.677.0285x19611,2023-07-06,76,F,North Nathan,Holy See (Vatican City State),Gold,Home
CUST_000318,John Moody,kristenfisher@example.com,632-970-1851x0679,2025-03-26,29,M,Alvarezberg,Serbia,Silver,Sports
CUST_000319,Mark Gill,uhernandez@example.com,299-966-3658,2024-11-25,74,F,Port Gabrieltown,Montserrat,Gold,Clothing
CUST_000320,Patricia Parker,schneiderchristopher@example.net,+1-390-498-3780,2025-05-10,34,F,Kristinbury,Switzerland,Gold,Books
CUST_000321,Stacy Wallace,richard07@example.org,662-460-8564x11182,2023-10-18,69,M,East Kristopherchester,Philippines,Platinum,Electronics
CUST_000322,Lucas Nguyen,reeveskenneth@example.org,826-354-6103x39937,2023-12-20,27,M,Stevenchester,Bahrain,Platinum,Sports
CUST_000323,Mr. David Mercado,angela91@example.org,001-582-849-6718x32582,2025-05-09,41,M,Williamsmouth,Switzerland,Platinum,Electronics
CUST_000324,Marissa Jackson,mahoneytimothy@example.net,665-339-8402x891,2024-03-21,34,Other,Port Donaldside,Fiji,Bronze,Home
CUST_000325,Christine Wagner,nicole54@example.net,943.255.3795x020,2025-03-26,41,Other,South Angela,Qatar,Gold,Sports
CUST_000326,Pamela Medina,ryanpatricia@example.net,515.969.5620x175,2023-06-13,42,Other,Port Juanstad,Congo,Gold,Electronics
CUST_000327,Louis Turner,jimsnyder@example.com,6479930361,2023-10-09,61,M,Lake Joanne,Peru,Platinum,Electronics
CUST_000328,Krystal Jones,julieanderson@example.net,984.230.8948,2025-04-22,57,Other,Port Sheilachester,Tanzania,Gold,Sports
CUST_000329,Denise Frazier DDS,zachary03@example.org,568-875-0635x190,2025-05-07,32,Other,East Frank,Georgia,Bronze,Home
CUST_000330,Mario Johnson,lmorton@example.net,943-317-3505x83199,2024-09-06,76,Other,North Territon,Honduras,Gold,Home
CUST_000331,Ryan Brown,bryanlang@example.org,896-511-0804x6619,2025-02-28,25,M,South Patrickchester,Turkmenistan,Bronze,Electronics
CUST_000332,Ashley Curtis,gibsonmark@example.org,610-791-9392,2024-04-09,37,F,Lopezberg,South Georgia and the South Sandwich Islands,Bronze,Electronics
CUST_000333,Cameron Silva,larry82@example.org,249.854.5089x2038,2024-02-13,33,Other,Lake Rebekah,Solomon Islands,Silver,Home
CUST_000334,Collin Alvarez,vgreene@example.net,001-259-946-5217,2023-11-14,47,F,Lake Jeffreybury,Lao People's Democratic Republic,Platinum,Sports
CUST_000335,Cynthia Navarro,lindsay63@example.com,(405)601-5081,2024-04-23,65,Other,Bradleytown,Congo,Silver,Home
CUST_000336,Christopher Mcclure,matthewspencer@example.org,702.541.0261,2024-01-16,59,M,West Lisa,Panama,Platinum,Sports
CUST_000337,Joseph Lloyd,ejohns@example.org,(823)538-6559,2025-04-10,44,F,Port Amanda,Somalia,Bronze,Books
CUST_000338,David Soto,monique89@example.com,717.991.2868,2024-06-20,31,F,West Jennifer,Malta,Platinum,Clothing
CUST_000339,Michelle Simpson,bianca90@example.org,437.736.3466,2023-12-10,72,F,East Karenport,Kenya,Bronze,Books
CUST_000340,Crystal Williams,ronald76@example.com,(375)646-0273x415,2025-02-11,52,Other,Port Joshuabury,Bolivia,Gold,Electronics
CUST_000341,Isaac Payne,james54@example.com,001-243-992-8404x4566,2024-09-27,43,F,Port Raymond,Denmark,Silver,Electronics
CUST_000342,Christine Hall,dsharp@example.com,253-766-3778,2023-09-16,78,F,West Sherry,Algeria,Bronze,Clothing
CUST_000343,Mr. Henry Perez MD,sfarmer@example.net,859-809-0225x9999,2023-11-03,59,Other,Brownfurt,Comoros,Bronze,Electronics
CUST_000344,Gary Hayden,christopher18@example.org,5975023164,2024-01-05,68,F,South Brianhaven,Algeria,Silver,Clothing
CUST_000345,Scott Jenkins,veronicaanderson@example.com,516.932.3467x2994,2023-12-25,68,Other,East Seanfurt,Netherlands,Silver,Electronics
CUST_000346,Kelly Kent,kstevens@example.org,001-814-975-4692x6329,2024-03-14,71,Other,Lake Ashley,India,Silver,Sports
CUST_000347,Amanda Mcclure,joshuafuller@example.com,+1-413-676-8151x18567,2023-11-05,31,M,South Anthonymouth,Hong Kong,Gold,Clothing
CUST_000348,James Lee,smithdanny@example.org,277-371-1837x27422,2023-10-14,68,Other,New Judithburgh,Belarus,Bronze,Books
CUST_000349,Alexandra Nelson,nhoward@example.net,9832708164,2024-08-17,72,M,Port Nicholasborough,Vanuatu,Silver,Sports
CUST_000350,Terry Gonzalez,fisherveronica@example.com,313.712.2068,2024-01-28,34,M,New Jamie,Mauritius,Bronze,Electronics
CUST_000351,Jeffrey Hall,kellyglenn@example.com,+1-550-863-7314x9501,2024-01-13,26,M,Birdville,Rwanda,Gold,Clothing
CUST_000352,Wanda Jefferson,johnathandavis@example.com,+1-862-552-5715x0997,2024-06-09,55,F,East Andrewville,Georgia,Bronze,Clothing
CUST_000353,Jeffrey Sanchez,brownnicholas@example.com,426.630.3975,2024-01-25,34,M,New Latoyachester,Oman,Silver,Home
CUST_000354,Nicole Perez,matthew38@example.org,+1-233-496-8527x01713,2025-04-22,51,M,North Glenn,Mexico,Bronze,Home
CUST_000355,Tara Young,simmonsstuart@example.org,001-933-362-9344x9734,2025-05-02,46,F,Raymondburgh,Latvia,Bronze,Home
CUST_000356,Jonathan Moss,lorileon@example.org,001-966-614-9828x24674,2024-03-07,50,M,Jonesberg,Saint Barthelemy,Bronze,Sports
CUST_000357,Christopher Lopez,hensleyjessica@example.com,866.465.6749x1601,2023-10-26,37,F,Kruegerstad,Malawi,Bronze,Electronics
CUST_000358,Madison Richardson,curtissara@example.net,937.405.0249,2023-12-09,48,F,North Darryl,Bermuda,Platinum,Electronics
CUST_000359,Sydney Sanders,stonejacob@example.com,(864)348-8694,2023-08-25,49,Other,Lisaview,San Marino,Platinum,Electronics
CUST_000360,Paul Hale,benitezlisa@example.org,716-486-4622,2024-11-02,75,M,South Hunter,Yemen,Gold,Sports
CUST_000361,Keith Lewis,brianwhite@example.org,367-791-2141x614,2023-06-28,27,M,South Todd,Senegal,Silver,Books
CUST_000362,Antonio Walton,ortegakristina@example.org,938-706-9847,2024-08-21,57,Other,Nathanmouth,Germany,Gold,Home
CUST_000363,Teresa Ortega,wbishop@example.com,607-562-0918,2024-03-02,56,Other,Robertsonborough,Afghanistan,Gold,Home
CUST_000364,Dr. Robin Smith,morgan57@example.org,+1-576-491-5671x649,2025-03-03,50,Other,East Tylerland,Gabon,Platinum,Electronics
CUST_000365,Whitney Archer,cjackson@example.org,683.533.2116x0256,2024-11-13,68,Other,Lynnville,Papua New Guinea,Bronze,Sports
CUST_000366,Joseph Swanson,popemarvin@example.org,001-591-656-6863,2023-08-30,64,M,North Christophershire,Vietnam,Platinum,Home
CUST_000367,Tom Berry,melissafinley@example.net,001-504-309-8366x5528,2024-03-21,74,M,Stewartport,Taiwan,Platinum,Books
CUST_000368,Michael Hernandez,dustin09@example.com,581-549-7374x6052,2024-10-30,70,F,Port Kimberlyfort,Saint Lucia,Platinum,Home
CUST_000369,William Hopkins,vickiekelley@example.com,(775)266-1844x38612,2025-02-17,64,M,Stephenburgh,Morocco,Gold,Home
CUST_000370,Michael Carter,jasonbrock@example.org,001-405-291-2662x0157,2023-08-31,38,Other,Brittneyberg,Niue,Gold,Books
CUST_000371,Danielle Wilson,sburns@example.net,(361)376-4750,2023-08-06,79,M,Mayhaven,Czech Republic,Platinum,Electronics
CUST_000372,Kenneth Armstrong,heather19@example.org,(876)949-2151x8260,2023-07-23,23,M,Port Karenville,Cocos (Keeling) Islands,Bronze,Home
CUST_000373,Melissa Smith,hmcbride@example.org,(393)621-8401,2024-02-27,24,Other,South Tiffany,Palestinian Territory,Gold,Clothing
CUST_000374,Eric Shah,donna72@example.net,458.659.8831x0303,2025-02-21,53,M,East Carrie,Cuba,Gold,Electronics
CUST_000375,Destiny Daniel,qjones@example.com,(726)471-4628x3143,2024-04-08,44,F,West Victoria,Jordan,Platinum,Electronics
CUST_000376,Victor Wright,david18@example.com,251-355-4234,2024-03-08,79,F,South Stephanie,Slovenia,Gold,Books
CUST_000377,Casey Chandler,brianna71@example.net,(794)884-9102x562,2024-05-20,24,Other,West Albert,Malaysia,Silver,Clothing
CUST_000378,Mary Thomas,brian53@example.net,+1-567-627-5784x468,2024-09-13,60,F,West Richardmouth,Tanzania,Silver,Electronics
CUST_000379,Bobby Blair,martinbrian@example.net,287-506-8277x8816,2025-04-02,40,Other,Lake Ronaldside,San Marino,Gold,Electronics
CUST_000380,Zachary Guerrero,lawsontami@example.net,001-783-321-5285x06762,2024-02-09,66,F,Port Amber,Seychelles,Silver,Home
CUST_000381,Donna Webb,jason96@example.org,780-379-7050x9754,2023-06-10,72,Other,South Michael,Bolivia,Bronze,Sports
CUST_000382,Craig Rice,robertgentry@example.org,(443)676-5456,2023-08-25,77,Other,Douglasmouth,Central African Republic,Gold,Electronics
CUST_000383,Paul Smith,danielmitchell@example.org,(465)702-3741x6787,2024-12-07,29,F,Shawfurt,Bulgaria,Gold,Books
CUST_000384,Brian Smith,mauricesmith@example.net,605.969.0674,2023-08-06,40,M,Wrightberg,Saint Lucia,Silver,Clothing
CUST_000385,Danielle Wang,virginia36@example.org,618.592.3923x1260,2025-04-16,54,Other,Smithborough,Bermuda,Platinum,Electronics
CUST_000386,Jamie Warren,jeffreysimmons@example.org,260.241.4545x63502,2023-07-15,27,Other,Jasonfort,Fiji,Bronze,Electronics
CUST_000387,Ashlee Lopez,tcox@example.org,708-525-5598,2024-09-24,65,Other,New Patrick,Tuvalu,Silver,Home
CUST_000388,Mark Guzman,willisrhonda@example.net,937.511.8954,2024-07-01,44,F,North David,Italy,Gold,Clothing
CUST_000389,Dawn Wiley,patricia71@example.com,476-688-0294,2023-07-10,41,F,Port Teresaborough,Saint Vincent and the Grenadines,Gold,Sports
CUST_000390,Kathleen Patel,martinkaren@example.com,+1-566-294-3202,2025-03-10,56,M,Gordonhaven,Eritrea,Bronze,Clothing
CUST_000391,Daniel Erickson,jacksonbrandon@example.org,702-742-4033x8105,2023-08-06,28,Other,Jenniferchester,Ukraine,Bronze,Electronics
CUST_000392,Erika Brown,hollowayjeffrey@example.com,(540)989-1649,2023-11-15,35,F,Jamesfurt,Cape Verde,Platinum,Home
CUST_000393,Nicholas Hamilton,racheldavis@example.org,822.539.7240x422,2023-07-27,56,F,South Johnfurt,Bolivia,Platinum,Books
CUST_000394,Breanna Christensen,morrisonnicholas@example.org,200-223-1429,2025-05-07,31,Other,New Jillmouth,Timor-Leste,Bronze,Books
CUST_000395,Christina Castillo,tochoa@example.com,323.808.4810x0184,2023-09-18,45,M,North Jeremy,Hungary,Gold,Sports
CUST_000396,Matthew Perez,tmcdaniel@example.org,221.431.4519x5151,2023-10-15,49,Other,Carolchester,Canada,Gold,Electronics
CUST_000397,Melissa Weber,michael14@example.com,+1-854-610-2252x67711,2023-09-20,32,F,Wandaburgh,Seychelles,Bronze,Electronics
CUST_000398,Francisco Coleman,oguzman@example.com,(536)868-7887,2023-08-07,31,F,Rosebury,Reunion,Silver,Clothing
CUST_000399,Isaiah Harris,coxthomas@example.org,805-552-4728,2023-11-08,66,F,North Julie,British Indian Ocean Territory (Chagos Archipelago),Gold,Books
CUST_000400,Michele Bennett,hortonroger@example.org,001-519-317-9202x521,2023-06-16,25,M,Hernandezburgh,Latvia,Platinum,Home
CUST_000401,Nicole Hale,theodore57@example.net,001-804-812-0092x820,2024-10-16,29,M,Spencerview,Uruguay,Platinum,Sports
CUST_000402,Elizabeth Perez,josephdavis@example.com,(336)990-3628,2024-05-20,63,M,Wilcoxburgh,Austria,Gold,Electronics
CUST_000403,Maria Lee,garciamichael@example.com,2346281139,2023-10-22,43,Other,Lake Sarah,Dominican Republic,Bronze,Home
CUST_000404,William Cunningham,uwilliams@example.org,805-346-8356x5215,2024-06-08,19,F,North Brenda,Hong Kong,Bronze,Books
CUST_000405,Sean Johnson,edwardford@example.net,733-922-8898,2025-01-01,54,F,Kellychester,Armenia,Platinum,Home
CUST_000406,Patricia Hughes,wendylawson@example.org,001-371-902-4817,2024-01-22,36,M,Evanview,Morocco,Platinum,Electronics
CUST_000407,Brandon White,escott@example.com,001-772-719-7054x66927,2024-03-06,79,F,Hunterview,Turkey,Silver,Sports
